"Collar","Sample ID","Geol_From","Geol_To","Thickness","Chk","Comments","Lab","Dispatch_ID","Lab_Certificate","Dispatch_Date","Drill_Sample_Type","Sample_Mass","Sampler","Samp_Date","Ag_ppm_Ag-AA61","Ag_ppm_ME-MS61","Al_%_ME-MS61","As_ppm_ME-MS61","Au_ppm_Au-AA24","Ba_ppm_ME-MS61","Be_ppm_ME-MS61","Bi_ppm_ME-MS61","Ca_%_ME-MS61","Cd_ppm_ME-MS61","Ce_ppm_ME-MS61","Co_ppm_ME-MS61","Cr_ppm_ME-MS61","Cs_ppm_ME-MS61","Cu_ppm_ME-MS61","Fe_%_ME-MS61","Ga_ppm_ME-MS61","Ge_ppm_ME-MS61","Hf_ppm_ME-MS61","In_ppm_ME-MS61","K_%_ME-MS61","La_ppm_ME-MS61","Li_ppm_ME-MS61","Mg_%_ME-MS61","Mn_ppm_ME-MS61","Mo_ppm_ME-MS61","Na_%_ME-MS61","Nb_ppm_ME-MS61","Ni_ppm_ME-MS61","P_ppm_ME-MS61","Pb_ppm_ME-MS61","Rb_ppm_ME-MS61","Re_ppm_ME-MS61","RecvdWt_kg_WEI-21","S_%_ME-MS61","Sb_ppm_ME-MS61","Sc_ppm_ME-MS61","Se_ppm_ME-MS61","Sn_ppm_ME-MS61","Sr_ppm_ME-MS61","Ta_ppm_ME-MS61","Te_ppm_ME-MS61","Th_ppm_ME-MS61","Ti_%_ME-MS61","Tl_ppm_ME-MS61","U_ppm_ME-MS61","V_ppm_ME-MS61","W_ppm_ME-MS61","Y_ppm_ME-MS61","Zn_ppm_ME-MS61","Zr_ppm_ME-MS61"
"EVE-20-01","779314","138.7","140.2","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.655","Aristeo.Nuñez","10/03/2020","0.25","No data","No data","No data","0.042","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","5.65","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779315","140.2","141.7","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.78","Aristeo.Nuñez","10/03/2020","2.2","No data","No data","No data","0.410","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","5.79","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779316","141.7","143.2","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","6.15","Aristeo.Nuñez","10/03/2020","0.25","No data","No data","No data","0.023","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","6.15","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779317","143.2","144.7","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.25","Aristeo.Nuñez","10/03/2020","0.25","No data","No data","No data","0.020","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","5.25","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779318","144.7","146.2","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.865","Aristeo.Nuñez","10/03/2020","0.25","No data","No data","No data","0.094","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","5.86","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779320","146.2","147.7","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.865","Aristeo.Nuñez","10/03/2020","0.25","No data","No data","No data","0.0025","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","5.86","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779321","147.7","149.2","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.425","Aristeo.Nuñez","10/03/2020","0.9","No data","No data","No data","0.056","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","5.45","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779322","149.2","150.7","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.575","Aristeo.Nuñez","10/03/2020","0.6","No data","No data","No data","0.092","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","5.59","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779323","150.7","152.2","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.835","Aristeo.Nuñez","10/03/2020","0.5","No data","No data","No data","0.133","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","5.83","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779324","152.2","153.7","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","6.125","Aristeo.Nuñez","10/03/2020","0.5","No data","No data","No data","0.061","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","6.13","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
"EVE-20-01","779326","153.7","155.2","1.5","0","","ALS","EVE2001_Batch_004","HE20068262 - Finalized","22/03/2020","Core_HalfSawn","5.1","Aristeo.Nuñez","10/03/2020","0.25","No data","No data","No data","0.020","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","5.09","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data","No data"
